ID,Handedness,Gender,Type,ConceptOrder,Resp,Axis,Pixel,Exp1,Exp2,Exp3,Exp4
S93,Right,Female,Q,1,least,y,216,NA,I wanted to put best/worst opposite each other,"I put them in relation to time on a clock, 12 being earliest","I didn't have the option to place numbers, only words"
S93,Right,Female,Q,2,less,x,569,NA,I wanted to put best/worst opposite each other,"I put them in relation to time on a clock, 12 being earliest","I didn't have the option to place numbers, only words"
S93,Right,Female,Q,2,less,y,535,NA,I wanted to put best/worst opposite each other,"I put them in relation to time on a clock, 12 being earliest","I didn't have the option to place numbers, only words"
S93,Right,Female,Q,3,more,x,194,NA,I wanted to put best/worst opposite each other,"I put them in relation to time on a clock, 12 being earliest","I didn't have the option to place numbers, only words"
S93,Right,Female,Q,3,more,y,200,NA,I wanted to put best/worst opposite each other,"I put them in relation to time on a clock, 12 being earliest","I didn't have the option to place numbers, only words"
S93,Right,Female,Q,4,most,x,195,NA,I wanted to put best/worst opposite each other,"I put them in relation to time on a clock, 12 being earliest","I didn't have the option to place numbers, only words"
S93,Right,Female,Q,4,most,y,540,NA,I wanted to put best/worst opposite each other,"I put them in relation to time on a clock, 12 being earliest","I didn't have the option to place numbers, only words"
S93,Right,Female,T,1,earliest,x,392,NA,I wanted to put best/worst opposite each other,"I put them in relation to time on a clock, 12 being earliest","I didn't have the option to place numbers, only words"
S93,Right,Female,T,1,earliest,y,607,NA,I wanted to put best/worst opposite each other,"I put them in relation to time on a clock, 12 being earliest","I didn't have the option to place numbers, only words"
S93,Right,Female,T,2,earlier,x,636,NA,I wanted to put best/worst opposite each other,"I put them in relation to time on a clock, 12 being earliest","I didn't have the option to place numbers, only words"
S93,Right,Female,T,2,earlier,y,371,NA,I wanted to put best/worst opposite each other,"I put them in relation to time on a clock, 12 being earliest","I didn't have the option to place numbers, only words"
S93,Right,Female,T,3,later,x,390,NA,I wanted to put best/worst opposite each other,"I put them in relation to time on a clock, 12 being earliest","I didn't have the option to place numbers, only words"
S93,Right,Female,T,3,later,y,108,NA,I wanted to put best/worst opposite each other,"I put them in relation to time on a clock, 12 being earliest","I didn't have the option to place numbers, only words"
S93,Right,Female,T,4,latest,x,149,NA,I wanted to put best/worst opposite each other,"I put them in relation to time on a clock, 12 being earliest","I didn't have the option to place numbers, only words"
S93,Right,Female,T,4,latest,y,378,NA,I wanted to put best/worst opposite each other,"I put them in relation to time on a clock, 12 being earliest","I didn't have the option to place numbers, only words"
S93,Right,Female,V,1,worst,x,390,NA,I wanted to put best/worst opposite each other,"I put them in relation to time on a clock, 12 being earliest","I didn't have the option to place numbers, only words"
S93,Right,Female,V,1,worst,y,92,NA,I wanted to put best/worst opposite each other,"I put them in relation to time on a clock, 12 being earliest","I didn't have the option to place numbers, only words"
S93,Right,Female,V,2,worse,x,632,NA,I wanted to put best/worst opposite each other,"I put them in relation to time on a clock, 12 being earliest","I didn't have the option to place numbers, only words"
S93,Right,Female,V,2,worse,y,370,NA,I wanted to put best/worst opposite each other,"I put them in relation to time on a clock, 12 being earliest","I didn't have the option to place numbers, only words"
S93,Right,Female,V,3,better,x,132,NA,I wanted to put best/worst opposite each other,"I put them in relation to time on a clock, 12 being earliest","I didn't have the option to place numbers, only words"
S93,Right,Female,V,3,better,y,362,NA,I wanted to put best/worst opposite each other,"I put them in relation to time on a clock, 12 being earliest","I didn't have the option to place numbers, only words"
S93,Right,Female,V,4,best,x,386,NA,I wanted to put best/worst opposite each other,"I put them in relation to time on a clock, 12 being earliest","I didn't have the option to place numbers, only words"
S93,Right,Female,V,4,best,y,617,NA,I wanted to put best/worst opposite each other,"I put them in relation to time on a clock, 12 being earliest","I didn't have the option to place numbers, only words"
S94,Left,Male,Q,1,least,x,391,NA,NA,NA,NA
S94,Left,Male,Q,1,least,y,325,NA,NA,NA,NA
S94,Left,Male,Q,2,less,x,245,NA,NA,NA,NA
S94,Left,Male,Q,2,less,y,367,NA,NA,NA,NA
S94,Left,Male,Q,3,more,x,365,NA,NA,NA,NA
S94,Left,Male,Q,3,more,y,498,NA,NA,NA,NA
S94,Left,Male,Q,4,most,x,543,NA,NA,NA,NA
S94,Left,Male,Q,4,most,y,415,NA,NA,NA,NA
S94,Left,Male,T,1,earliest,x,334,NA,NA,NA,NA
S94,Left,Male,T,1,earliest,y,389,NA,NA,NA,NA
S94,Left,Male,T,2,earlier,x,97,NA,NA,NA,NA
S94,Left,Male,T,2,earlier,y,318,NA,NA,NA,NA
S94,Left,Male,T,3,later,x,123,NA,NA,NA,NA
S94,Left,Male,T,3,later,y,325,NA,NA,NA,NA
S94,Left,Male,T,4,latest,x,396,NA,NA,NA,NA
S94,Left,Male,T,4,latest,y,339,NA,NA,NA,NA
S94,Left,Male,V,1,worst,x,81,NA,NA,NA,NA
S94,Left,Male,V,1,worst,y,343,NA,NA,NA,NA
S94,Left,Male,V,2,worse,x,85,NA,NA,NA,NA
S94,Left,Male,V,2,worse,y,312,NA,NA,NA,NA
S94,Left,Male,V,3,better,x,378,NA,NA,NA,NA
S94,Left,Male,V,3,better,y,362,NA,NA,NA,NA
S94,Left,Male,V,4,best,x,318,NA,NA,NA,NA
S94,Left,Male,V,4,best,y,405,NA,NA,NA,NA
S95,Right,Female,N,1,2,x,398,I thought of a vertical line showing amount,I thought of a vertical line showing from worst to best,I thought if a horizontal timeline,I thought of a vertical line showing numbers
S95,Right,Female,N,1,2,y,108,I thought of a vertical line showing amount,I thought of a vertical line showing from worst to best,I thought if a horizontal timeline,I thought of a vertical line showing numbers
S95,Right,Female,N,2,4,x,379,I thought of a vertical line showing amount,I thought of a vertical line showing from worst to best,I thought if a horizontal timeline,I thought of a vertical line showing numbers
S95,Right,Female,N,2,4,y,250,I thought of a vertical line showing amount,I thought of a vertical line showing from worst to best,I thought if a horizontal timeline,I thought of a vertical line showing numbers
S95,Right,Female,N,3,7,x,384,I thought of a vertical line showing amount,I thought of a vertical line showing from worst to best,I thought if a horizontal timeline,I thought of a vertical line showing numbers
S95,Right,Female,N,3,7,y,503,I thought of a vertical line showing amount,I thought of a vertical line showing from worst to best,I thought if a horizontal timeline,I thought of a vertical line showing numbers
S95,Right,Female,N,4,9,x,384,I thought of a vertical line showing amount,I thought of a vertical line showing from worst to best,I thought if a horizontal timeline,I thought of a vertical line showing numbers
S95,Right,Female,N,4,9,y,645,I thought of a vertical line showing amount,I thought of a vertical line showing from worst to best,I thought if a horizontal timeline,I thought of a vertical line showing numbers
S95,Right,Female,Q,1,least,x,391,I thought of a vertical line showing amount,I thought of a vertical line showing from worst to best,I thought if a horizontal timeline,I thought of a vertical line showing numbers
S95,Right,Female,Q,1,least,y,112,I thought of a vertical line showing amount,I thought of a vertical line showing from worst to best,I thought if a horizontal timeline,I thought of a vertical line showing numbers
S95,Right,Female,Q,2,less,x,386,I thought of a vertical line showing amount,I thought of a vertical line showing from worst to best,I thought if a horizontal timeline,I thought of a vertical line showing numbers
S95,Right,Female,Q,2,less,y,520,I thought of a vertical line showing amount,I thought of a vertical line showing from worst to best,I thought if a horizontal timeline,I thought of a vertical line showing numbers
S95,Right,Female,Q,3,more,x,377,I thought of a vertical line showing amount,I thought of a vertical line showing from worst to best,I thought if a horizontal timeline,I thought of a vertical line showing numbers
S95,Right,Female,Q,3,more,y,224,I thought of a vertical line showing amount,I thought of a vertical line showing from worst to best,I thought if a horizontal timeline,I thought of a vertical line showing numbers
S95,Right,Female,Q,4,most,x,377,I thought of a vertical line showing amount,I thought of a vertical line showing from worst to best,I thought if a horizontal timeline,I thought of a vertical line showing numbers
S95,Right,Female,Q,4,most,y,638,I thought of a vertical line showing amount,I thought of a vertical line showing from worst to best,I thought if a horizontal timeline,I thought of a vertical line showing numbers
S95,Right,Female,T,1,earliest,x,119,I thought of a vertical line showing amount,I thought of a vertical line showing from worst to best,I thought if a horizontal timeline,I thought of a vertical line showing numbers
S95,Right,Female,T,1,earliest,y,359,I thought of a vertical line showing amount,I thought of a vertical line showing from worst to best,I thought if a horizontal timeline,I thought of a vertical line showing numbers
S95,Right,Female,T,2,earlier,x,261,I thought of a vertical line showing amount,I thought of a vertical line showing from worst to best,I thought if a horizontal timeline,I thought of a vertical line showing numbers
S95,Right,Female,T,2,earlier,y,378,I thought of a vertical line showing amount,I thought of a vertical line showing from worst to best,I thought if a horizontal timeline,I thought of a vertical line showing numbers
S95,Right,Female,T,3,later,x,493,I thought of a vertical line showing amount,I thought of a vertical line showing from worst to best,I thought if a horizontal timeline,I thought of a vertical line showing numbers
S95,Right,Female,T,3,later,y,382,I thought of a vertical line showing amount,I thought of a vertical line showing from worst to best,I thought if a horizontal timeline,I thought of a vertical line showing numbers
S95,Right,Female,T,4,latest,x,661,I thought of a vertical line showing amount,I thought of a vertical line showing from worst to best,I thought if a horizontal timeline,I thought of a vertical line showing numbers
S95,Right,Female,T,4,latest,y,380,I thought of a vertical line showing amount,I thought of a vertical line showing from worst to best,I thought if a horizontal timeline,I thought of a vertical line showing numbers
S96,Right,Female,N,1,2,x,359,"I went least, less, more, most because it felt right to put them in increasing order. It's like counting 1 to 10.","I consider worst and worse to be lower values and better and best to be higher values. This one is more ambiguous, but I ordered from worst to best because it seemed like lower to higher.","Since the day goes from early to late, that's the way I ordered the words. Early is before and late is after.",I put them in increasing order because we count from 1 to 10 in that order. It just felt correct.
S96,Right,Female,N,1,2,y,561,"I went least, less, more, most because it felt right to put them in increasing order. It's like counting 1 to 10.","I consider worst and worse to be lower values and better and best to be higher values. This one is more ambiguous, but I ordered from worst to best because it seemed like lower to higher.","Since the day goes from early to late, that's the way I ordered the words. Early is before and late is after.",I put them in increasing order because we count from 1 to 10 in that order. It just felt correct.
S96,Right,Female,N,2,4,x,371,"I went least, less, more, most because it felt right to put them in increasing order. It's like counting 1 to 10.","I consider worst and worse to be lower values and better and best to be higher values. This one is more ambiguous, but I ordered from worst to best because it seemed like lower to higher.","Since the day goes from early to late, that's the way I ordered the words. Early is before and late is after.",I put them in increasing order because we count from 1 to 10 in that order. It just felt correct.
